lokasi,harga,kamar_tidur,kamar_mandi,luas_bangunan,rumah_luas_lahan,keamanan24jam,taman,lahan_parkir,balcony,AC
cipayung,774000000,2.0,1.0,48.0,83.0,yes,yes,1.0,yes,yes
sukmajaya,921000000,3.0,2.0,66.0,70.0,yes,yes,1.0,yes,no
sukmajaya,825000000,3.0,2.0,66.0,72.0,yes,yes,1.0,yes,no
sawangan,859000000,2.0,2.0,60.0,84.0,no,no,1.0,no,no
cimanggis,725000000,3.0,1.0,49.0,82.0,no,yes,1.0,no,no
beji,550000000,2.0,1.0,45.0,68.0,yes,yes,1.0,no,yes
cinere,1900000000,3.0,3.0,140.0,118.0,no,no,2.0,no,no
sukmajaya,995000000,3.0,2.0,70.0,72.0,no,yes,1.0,yes,no
cimanggis,3250000000,4.0,4.0,450.0,310.0,no,yes,4.0,yes,yes
beji,1380000000,3.0,3.0,120.0,66.0,no,no,1.0,no,yes
depok,1100000000,3.0,2.0,100.0,85.0,yes,yes,1.0,yes,yes
bojongsari,1425000000,3.0,3.0,73.0,113.0,yes,yes,5.0,yes,no
sawangan,520000000,2.0,1.0,38.0,60.0,no,no,1.0,no,no
bojongsari,475000000,2.0,1.0,40.0,82.0,yes,yes,1.0,no,yes
cimanggis,1398000000,3.0,2.0,100.0,120.0,yes,yes,2.0,yes,yes
beji,995000000,3.0,2.0,75.0,74.0,no,no,1.0,no,no
pancoran mas,800000000,3.0,2.0,70.0,72.0,yes,yes,1.0,no,yes
cimanggis,1300000000,4.0,2.0,175.0,105.0,no,no,1.0,no,no
depok,430000000,2.0,1.0,30.0,60.0,yes,yes,1.0,no,no
limo,1700000000,3.0,3.0,155.0,84.0,yes,yes,1.0,yes,no
sawangan,625000000,2.0,2.0,50.0,65.0,no,yes,1.0,no,no
cilodong,489000000,2.0,1.0,40.0,84.0,no,yes,1.0,no,yes
sukmajaya,800000000,3.0,2.0,65.0,102.0,no,no,2.0,no,no
cipayung,800000000,3.0,3.0,144.0,109.0,no,no,1.0,no,no
beji,3000000000,4.0,2.0,180.0,197.0,no,no,1.0,no,no
limo,2900000000,8.0,6.0,456.0,600.0,no,no,2.0,yes,yes
sawangan,1158000000,3.0,2.0,63.0,1.0,yes,yes,1.0,yes,no
cimanggis,900000000,3.0,2.0,65.0,50.0,yes,yes,1.0,yes,yes
cinere,1100000000,3.0,2.0,90.0,96.0,yes,yes,1.0,yes,yes
sawangan,150000000,2.0,1.0,30.0,35.0,no,yes,1.0,no,yes
pancoran mas,960000000,4.0,2.0,95.0,100.0,yes,yes,1.0,yes,no
cilodong,999000000,3.0,3.0,80.0,87.0,no,yes,2.0,no,no
beji,1525000000,4.0,4.0,130.0,77.0,no,no,1.0,no,no
cilodong,1000000000,2.0,1.0,45.0,90.0,yes,no,1.0,no,no
bojongsari,660000000,2.0,1.0,45.0,60.0,yes,no,1.0,no,yes
cilodong,890000000,3.0,3.0,75.0,70.0,yes,yes,1.0,yes,yes
sukmajaya,850000000,3.0,3.0,80.0,64.0,no,no,1.0,no,no
bojongsari,543000000,2.0,1.0,48.0,69.0,no,no,15.0,no,no
cilodong,3400000000,5.0,5.0,282.0,212.0,yes,no,1.0,no,no
beji,1100000000,3.0,2.0,100.0,89.0,no,yes,1.0,yes,yes
sawangan,485000000,2.0,1.0,40.0,53.0,yes,yes,1.0,no,no
cinere,1700000000,4.0,4.0,130.0,100.0,yes,yes,1.0,yes,yes
sawangan,460000000,2.0,1.0,36.0,81.0,no,yes,1.0,no,yes
cimanggis,795000000,2.0,2.0,51.0,58.0,yes,yes,2.0,yes,yes
cimanggis,790000000,3.0,2.0,72.0,60.0,yes,yes,1.0,yes,yes
beji,1950000000,5.0,4.0,165.0,109.0,no,no,1.0,no,no
pancoran mas,2000000000,5.0,2.0,200.0,231.0,no,no,1.0,no,no
cimanggis,1284000000,3.0,2.0,80.0,86.0,no,no,2.0,no,no
depok,785000000,2.0,2.0,130.0,89.0,yes,no,1.0,yes,no
cilodong,679000000,2.0,1.0,50.0,84.0,yes,yes,1.0,no,no
cilodong,950000000,3.0,2.0,80.0,81.0,yes,yes,1.0,no,no
sukmajaya,1380000000,3.0,2.0,100.0,135.0,yes,yes,1.0,no,no
beji,5300000000,4.0,3.0,250.0,250.0,no,no,2.0,no,no
beji,632000000,2.0,2.0,48.0,41.0,no,no,1.0,no,no
cilodong,1450000000,3.0,2.0,85.0,101.0,no,yes,2.0,no,yes
sawangan,480000000,2.0,1.0,50.0,72.0,yes,yes,1.0,no,yes
sukmajaya,810000000,3.0,2.0,65.0,65.0,no,yes,1.0,yes,yes
sukmajaya,697000000,3.0,2.0,45.0,30.0,no,yes,1.0,no,no
pancoran mas,450000000,3.0,2.0,130.0,145.0,no,no,1.0,no,no
cimanggis,697000000,3.0,2.0,70.0,50.0,yes,yes,1.0,no,no
beji,348000000,2.0,1.0,32.0,60.0,yes,yes,1.0,no,yes
cinere,1330100000,3.0,2.0,52.0,78.0,yes,yes,2.0,no,no
cilodong,1050000000,3.0,3.0,80.0,78.0,no,no,6.0,no,yes
sawangan,1358000000,3.0,3.0,85.0,84.0,yes,yes,1.0,no,yes
beji,1600000000,4.0,2.0,250.0,177.0,no,no,1.0,no,no
cimanggis,2850000000,3.0,3.0,107.0,183.0,yes,yes,2.0,no,yes
sawangan,654500000,2.0,1.0,45.0,73.0,no,yes,1.0,no,yes
cimanggis,770000000,5.0,3.0,152.0,153.0,no,no,1.0,no,no
cilodong,803000000,2.0,1.0,45.0,84.0,no,yes,1.0,no,no
sukmajaya,1100000000,3.0,3.0,100.0,89.0,yes,yes,1.0,yes,yes
pancoran mas,707000000,2.0,1.0,60.0,68.0,no,no,1.0,no,no
pancoran mas,750000000,3.0,2.0,70.0,60.0,no,no,1.0,no,yes
sawangan,900000000,3.0,2.0,80.0,140.0,no,no,1.0,no,no
beji,355000000,2.0,1.0,36.0,60.0,no,no,1.0,no,no
sawangan,850000000,2.0,1.0,45.0,98.0,yes,yes,1.0,no,no
bojongsari,5500000000,7.0,6.0,738.0,868.0,yes,yes,3.0,no,yes
sawangan,799000000,2.0,1.0,118.0,118.0,yes,yes,1.0,yes,no
bojongsari,444100000,2.0,1.0,40.0,61.0,no,no,1.0,no,no
cinere,1950000000,3.0,2.0,170.0,180.0,yes,yes,1.0,no,yes
cilodong,520000000,3.0,1.0,48.0,60.0,no,no,1.0,no,no
cilodong,775000000,3.0,3.0,85.0,70.0,no,yes,5.0,yes,no
sawangan,525000000,2.0,1.0,45.0,63.0,no,yes,1.0,no,no
sawangan,325000000,2.0,1.0,50.0,75.0,no,yes,1.0,no,no
sawangan,1750000000,3.0,2.0,135.0,225.0,yes,yes,2.0,yes,yes
sawangan,4100000000,4.0,4.0,184.0,208.0,no,no,1.0,no,no
cilodong,400000000,2.0,1.0,31.0,60.0,no,no,1.0,no,no
cinere,5000000000,7.0,5.0,650.0,440.0,no,no,3.0,no,no
sukmajaya,997000000,3.0,3.0,70.0,87.0,yes,yes,1.0,yes,yes
depok,870000000,3.0,2.0,162.0,245.0,no,no,1.0,no,no
depok,498000000,2.0,2.0,47.0,55.0,no,no,1.0,no,no
cipayung,592150000,2.0,1.0,45.0,73.0,no,yes,1.0,no,no
sawangan,786000000,3.0,2.0,70.0,67.0,yes,no,1.0,no,no
sawangan,585000000,3.0,2.0,60.0,85.0,yes,yes,2.0,no,yes
beji,1600000000,4.0,2.0,288.0,163.0,no,yes,1.0,yes,no
cinere,620000000,2.0,1.0,58.0,90.0,yes,no,1.0,no,no
cinere,2300000000,4.0,1.0,150.0,207.0,no,no,2.0,no,no
sawangan,600000000,2.0,1.0,39.0,60.0,yes,yes,1.0,yes,yes
depok,980000000,3.0,4.0,128.0,166.0,no,no,1.0,no,no
sawangan,469000000,2.0,1.0,39.0,74.0,no,no,1.0,no,no
cimanggis,1250000000,3.0,2.0,100.0,100.0,yes,yes,1.0,yes,yes
cimanggis,790000000,3.0,2.0,63.0,60.0,yes,yes,1.0,no,no
pancoran mas,640000000,3.0,2.0,56.0,78.0,no,yes,1.0,no,yes
sawangan,795000000,3.0,2.0,70.0,70.0,no,yes,1.0,no,yes
limo,980000000,3.0,2.0,80.0,80.0,no,yes,1.0,no,yes
pancoran mas,1000000000,3.0,2.0,100.0,72.0,no,yes,1.0,no,yes
pancoran mas,950000000,3.0,3.0,75.0,80.0,no,yes,1.0,no,yes
pancoran mas,1125000000,3.0,3.0,100.0,72.0,no,yes,1.0,no,yes
limo,1600000000,3.0,3.0,100.0,107.0,no,yes,1.0,no,yes
pancoran mas,950000000,3.0,3.0,80.0,60.0,no,yes,1.0,no,yes
beji,1150000000,3.0,3.0,100.0,70.0,no,yes,1.0,no,yes
pancoran mas,800000000,3.0,2.0,70.0,90.0,no,yes,1.0,no,yes
pancoran mas,850000000,3.0,2.0,75.0,85.0,no,yes,1.0,no,yes
pancoran mas,800000000,3.0,2.0,65.0,90.0,no,yes,1.0,no,yes
cilodong,980000000,3.0,2.0,80.0,80.0,no,yes,1.0,no,yes
sawangan,484000000,2.0,1.0,45.0,66.0,no,yes,1.0,no,yes
pancoran mas,484000000,2.0,1.0,45.0,70.0,no,yes,1.0,no,yes
beji,1495000000,3.0,3.0,130.0,96.0,no,yes,1.0,no,yes
beji,850000000,3.0,2.0,75.0,70.0,no,yes,1.0,no,yes
beji,1132500000,3.0,2.0,75.0,60.0,yes,yes,1.0,yes,no
sukmajaya,2000000000,13.0,13.0,230.0,180.0,yes,yes,2.0,no,no
cimanggis,2200000000,4.0,3.0,114.0,154.0,yes,no,2.0,yes,yes
cilodong,385000000,2.0,1.0,28.0,47.0,no,no,1.0,no,no
beji,985000000,3.0,2.0,82.0,60.0,no,no,1.0,no,no
sawangan,400000000,2.0,1.0,45.0,60.0,yes,yes,1.0,no,yes
pancoran mas,420000000,3.0,2.0,80.0,102.0,no,no,1.0,no,yes
cipayung,486000000,2.0,1.0,42.0,60.0,no,no,1.0,no,no
pancoran mas,150000000,2.0,1.0,30.0,35.0,no,yes,1.0,no,yes
pancoran mas,690000000,2.0,1.0,45.0,68.0,no,yes,1.0,no,yes
pancoran mas,995000000,3.0,3.0,100.0,95.0,no,yes,1.0,no,yes
pancoran mas,780000000,3.0,2.0,70.0,91.0,no,yes,1.0,no,yes
sawangan,450000000,2.0,1.0,45.0,60.0,no,yes,1.0,no,yes
cilodong,850000000,3.0,2.0,70.0,85.0,no,yes,1.0,no,yes
pancoran mas,865000000,3.0,3.0,80.0,50.0,no,yes,1.0,no,yes
pancoran mas,1000000000,3.0,2.0,75.0,70.0,no,yes,1.0,no,yes
beji,1290000000,3.0,2.0,100.0,70.0,no,yes,1.0,no,yes
pancoran mas,590000000,3.0,2.0,60.0,50.0,no,yes,1.0,no,yes
pancoran mas,820000000,3.0,2.0,71.0,84.0,no,yes,1.0,no,yes
pancoran mas,800000000,2.0,1.0,55.0,70.0,no,yes,1.0,no,yes
pancoran mas,725000000,2.0,1.0,50.0,70.0,no,yes,1.0,no,yes
pancoran mas,885000000,3.0,2.0,85.0,54.0,no,yes,1.0,no,yes
pancoran mas,525000000,2.0,1.0,45.0,60.0,no,yes,1.0,no,yes
cinere,1495000000,3.0,3.0,130.0,97.0,no,yes,1.0,no,yes
cinere,484000000,2.0,1.0,40.0,63.0,no,yes,1.0,no,yes
beji,1495000000,4.0,3.0,130.0,95.0,no,yes,1.0,no,yes
beji,1495000000,3.0,3.0,130.0,97.0,no,yes,1.0,no,yes
beji,1350000000,3.0,3.0,140.0,100.0,no,yes,1.0,no,yes
limo,1000000000,3.0,2.0,75.0,70.0,no,yes,1.0,no,yes
limo,895000000,3.0,2.0,75.0,89.0,no,yes,1.0,no,yes
pancoran mas,900000000,3.0,2.0,70.0,70.0,no,yes,1.0,no,yes
beji,1450000000,3.0,3.0,90.0,101.0,no,yes,1.0,no,yes
pancoran mas,990000000,3.0,2.0,65.0,95.0,no,yes,1.0,no,yes
limo,895000000,3.0,2.0,60.0,72.0,no,yes,1.0,no,yes
cimanggis,1800000000,2.0,2.0,100.0,180.0,no,no,1.0,no,no
cimanggis,1100000000,3.0,2.0,80.0,84.0,no,no,1.0,no,no
cilodong,1200000000,3.0,3.0,100.0,98.0,no,no,2.0,no,no
sawangan,450000000,2.0,1.0,50.0,70.0,no,no,1.0,no,no
cimanggis,1400000000,2.0,3.0,98.0,135.0,no,no,1.0,no,no
cilodong,690000000,3.0,2.0,50.0,128.0,no,no,1.0,no,no
tapos,615000000,2.0,1.0,60.0,56.0,no,no,1.0,no,no
sukmajaya,348000000,2.0,1.0,32.0,60.0,yes,yes,1.0,no,yes
cipayung,460000000,2.0,1.0,45.0,72.0,no,no,1.0,no,no
pancoran mas,1700000000,3.0,3.0,100.0,107.0,no,yes,1.0,no,yes
limo,590000000,3.0,2.0,60.0,50.0,no,yes,1.0,no,yes
pancoran mas,850000000,3.0,2.0,65.0,85.0,no,yes,1.0,no,yes
pancoran mas,850000000,3.0,2.0,70.0,83.0,no,yes,1.0,no,yes
pancoran mas,450000000,2.0,1.0,40.0,60.0,no,yes,1.0,no,yes
cilodong,980000000,3.0,3.0,100.0,95.0,no,yes,1.0,no,yes
limo,600000000,3.0,2.0,66.0,78.0,no,yes,1.0,no,yes
cinere,775000000,3.0,2.0,70.0,91.0,no,yes,1.0,no,yes
cinere,775000000,3.0,2.0,75.0,91.0,no,yes,1.0,no,yes
pancoran mas,1495000000,3.0,3.0,130.0,95.0,no,yes,1.0,no,yes
pancoran mas,780000000,3.0,2.0,70.0,87.0,no,yes,1.0,no,yes
beji,375000000,2.0,1.0,55.0,84.0,no,yes,1.0,no,yes
pancoran mas,625000000,2.0,1.0,50.0,71.0,no,yes,1.0,no,yes
sawangan,375000000,2.0,1.0,55.0,84.0,no,yes,1.0,no,yes
cinere,600000000,2.0,1.0,50.0,85.0,no,yes,1.0,no,no
cilodong,800000000,3.0,2.0,71.0,84.0,no,yes,1.0,no,yes
pancoran mas,1050000000,3.0,3.0,70.0,96.0,no,yes,1.0,no,yes
cimanggis,875000000,3.0,2.0,60.0,70.0,yes,yes,5.0,yes,yes
bojongsari,415000000,2.0,1.0,33.0,66.0,yes,no,1.0,no,yes
cimanggis,750000000,2.0,1.0,55.0,120.0,no,no,1.0,no,no
cipayung,235000000,2.0,1.0,55.0,55.0,no,no,1.0,no,yes
sawangan,520000000,3.0,2.0,72.0,94.0,no,no,1.0,no,no
sawangan,1150000000,3.0,3.0,90.0,217.0,no,yes,3.0,no,no
pancoran mas,885000000,3.0,3.0,85.0,54.0,no,yes,1.0,no,yes
pancoran mas,885000000,3.0,2.0,60.0,72.0,no,yes,1.0,no,yes
beji,1050000000,3.0,3.0,65.0,96.0,no,yes,1.0,no,yes
pancoran mas,780000000,3.0,2.0,72.0,60.0,no,yes,1.0,no,yes
pancoran mas,730000000,3.0,2.0,62.0,55.0,no,yes,1.0,no,yes
limo,1495000000,3.0,3.0,130.0,95.0,no,yes,1.0,no,yes
pancoran mas,825000000,3.0,2.0,65.0,75.0,no,yes,1.0,no,yes
sawangan,1335000000,3.0,3.0,115.0,120.0,no,yes,1.0,no,yes
beji,1600000000,4.0,4.0,140.0,102.0,no,yes,1.0,no,yes
sawangan,387000000,2.0,1.0,42.0,52.0,no,yes,1.0,no,yes
pancoran mas,1000000000,3.0,2.0,73.0,66.0,no,yes,1.0,no,yes
pancoran mas,1495000000,3.0,3.0,130.0,94.0,no,yes,1.0,no,yes
pancoran mas,850000000,3.0,3.0,80.0,52.0,no,yes,1.0,no,yes
pancoran mas,1200000000,3.0,2.0,100.0,80.0,no,yes,1.0,no,yes
limo,1000000000,3.0,3.0,65.0,96.0,no,yes,1.0,no,yes
pancoran mas,675000000,2.0,1.0,50.0,88.0,yes,yes,1.0,no,no
pancoran mas,2100000000,3.0,2.0,71.0,105.0,yes,yes,2.0,no,yes
cipayung,400000000,2.0,1.0,50.0,100.0,yes,yes,1.0,no,no
pancoran mas,650000000,2.0,1.0,55.0,65.0,no,no,1.0,no,no
sawangan,599000000,3.0,2.0,70.0,58.0,yes,no,1.0,no,no
sukmajaya,950000000,3.0,3.0,100.0,95.0,yes,yes,1.0,yes,yes
pancoran mas,860000000,3.0,2.0,70.0,85.0,no,no,1.0,no,no
cinere,1750000000,4.0,3.0,200.0,140.0,no,no,1.0,no,no
pancoran mas,800000000,3.0,2.0,70.0,95.0,no,yes,1.0,no,yes
pancoran mas,985000000,3.0,2.0,85.0,60.0,no,yes,1.0,no,yes
beji,1350000000,3.0,3.0,120.0,102.0,no,yes,1.0,no,yes
beji,900000000,3.0,2.0,80.0,60.0,no,yes,1.0,no,yes
beji,1350000000,3.0,3.0,110.0,72.0,no,yes,1.0,no,yes
pancoran mas,1000000000,3.0,2.0,100.0,74.0,no,yes,1.0,no,yes
pancoran mas,950000000,3.0,2.0,80.0,60.0,no,yes,1.0,no,yes
cinere,680000000,2.0,2.0,60.0,60.0,no,yes,1.0,no,yes
pancoran mas,885000000,3.0,3.0,52.0,85.0,no,yes,1.0,no,yes
beji,1495000000,3.0,3.0,130.0,95.0,no,yes,1.0,no,yes
pancoran mas,785000000,3.0,2.0,75.0,95.0,no,yes,1.0,no,yes
pancoran mas,500000000,2.0,1.0,45.0,72.0,no,yes,1.0,no,yes
cinere,725000000,3.0,2.0,56.0,66.0,no,yes,1.0,no,yes
tapos,677000000,2.0,2.0,46.0,60.0,yes,yes,1.0,no,no
cilodong,690000000,3.0,1.0,45.0,82.0,no,no,1.0,no,no
sawangan,610528500,2.0,1.0,40.0,90.0,yes,yes,1.0,no,no
sukmajaya,600000000,2.0,1.0,50.0,80.0,no,yes,1.0,no,yes
pancoran mas,865000000,3.0,2.0,80.0,50.0,no,yes,1.0,no,yes
cinere,485000000,2.0,1.0,45.0,60.0,no,yes,1.0,no,yes
limo,865000000,3.0,3.0,85.0,50.0,no,yes,1.0,no,yes
cinere,3200000000,4.0,3.0,226.0,117.0,no,no,1.0,no,no
beji,8500000000,5.0,2.0,500.0,1045.0,no,no,1.0,no,no
cipayung,414000000,2.0,1.0,48.0,64.0,no,no,1.0,no,no
depok,590000000,2.0,1.0,45.0,84.0,yes,no,1.0,no,no
pancoran mas,825000000,3.0,2.0,84.0,52.0,no,yes,1.0,yes,no
sawangan,575000000,2.0,1.0,45.0,73.0,yes,yes,1.0,no,no
bojongsari,1200000000,2.0,2.0,75.0,150.0,yes,yes,2.0,no,no
cimanggis,600000000,3.0,1.0,96.0,47.0,no,no,1.0,no,no
cimanggis,1001860000,3.0,2.0,70.0,4000.0,yes,yes,2.0,yes,yes
cilodong,699000000,3.0,2.0,60.0,50.0,yes,yes,1.0,no,no
cimanggis,1000000000,3.0,2.0,100.0,96.0,no,no,1.0,no,no
cimanggis,741000000,3.0,2.0,54.0,58.0,yes,yes,1.0,yes,no
cimanggis,770000000,3.0,2.0,72.0,72.0,yes,yes,1.0,yes,no
sukmajaya,768000000,2.0,2.0,51.0,59.0,yes,yes,1.0,no,no
cimanggis,2000000000,2.0,2.0,150.0,90.0,no,no,1.0,no,no
cipayung,551550000,2.0,1.0,45.0,66.0,no,yes,1.0,no,no
sawangan,1000000000,3.0,2.0,70.0,80.0,yes,yes,2.0,yes,yes
sawangan,635000000,3.0,1.0,55.0,104.0,no,no,1.0,no,no
bojongsari,510000000,2.0,1.0,38.0,73.0,yes,yes,1.0,no,yes
sawangan,635000000,2.0,2.0,50.0,87.0,no,no,1.0,no,no
pancoran mas,1600000000,4.0,3.0,240.0,252.0,no,no,1.0,no,no
depok,790000000,3.0,2.0,57.0,110.0,no,no,1.0,no,no
bojongsari,850000000,2.0,1.0,48.0,110.0,no,yes,1.0,no,no
sukmajaya,800000000,3.0,2.0,65.0,103.0,no,yes,1.0,no,yes
cipayung,147000000,2.0,1.0,40.0,40.0,yes,yes,1.0,no,yes
cimanggis,800000000,2.0,1.0,45.0,100.0,yes,yes,1.0,no,yes
cilodong,680000000,2.0,2.0,56.0,68.0,yes,yes,1.0,no,yes
cimanggis,790000000,3.0,2.0,61.0,60.0,yes,yes,1.0,yes,no
tapos,525000000,2.0,1.0,36.0,84.0,yes,yes,1.0,no,yes
cimanggis,600000000,2.0,1.0,46.0,72.0,yes,yes,1.0,no,yes
bojongsari,769000000,3.0,2.0,70.0,94.0,no,no,1.0,no,no
sukmajaya,800000000,3.0,2.0,70.0,119.0,no,yes,1.0,no,yes
pancoran mas,985000000,4.0,3.0,140.0,52.0,no,no,1.0,no,no
cilodong,950000000,9.0,3.0,95.0,100.0,no,yes,1.0,yes,yes
depok,200000000,2.0,1.0,33.0,43.0,no,no,1.0,no,no
pancoran mas,800000000,3.0,2.0,70.0,69.0,no,no,1.0,no,no
cimanggis,1455000000,3.0,2.0,115.0,85.0,yes,yes,1.0,yes,no
tapos,1176500000,3.0,2.0,70.0,68.0,no,no,1.0,no,no
depok,1700000000,5.0,3.0,315.0,194.0,no,yes,2.0,no,no
sawangan,571000000,2.0,2.0,42.0,41.0,no,no,1.0,no,no
sukmajaya,255000000,2.0,2.0,42.0,23.0,no,no,1.0,no,no
sawangan,524000000,2.0,1.0,40.0,72.0,yes,yes,1.0,no,no
cilodong,650000000,2.0,1.0,50.0,61.0,yes,yes,1.0,yes,yes
sawangan,671090000,3.0,2.0,70.0,87.0,yes,yes,1.0,yes,no
cimanggis,1127000000,3.0,2.0,61.0,104.0,yes,yes,1.0,no,no
sukmajaya,1700000000,5.0,3.0,140.0,64.0,yes,yes,1.0,yes,yes
sawangan,350000000,2.0,1.0,40.0,70.0,yes,yes,1.0,no,yes
limo,1026700000,3.0,2.0,70.0,72.0,no,no,1.0,no,no
depok,695000000,3.0,2.0,70.0,60.0,no,no,1.0,no,no
cinere,1175000000,3.0,2.0,88.0,93.0,yes,yes,2.0,no,yes
sawangan,1750000000,3.0,2.0,135.0,225.0,yes,yes,1.0,no,no
cimanggis,1000000000,2.0,2.0,150.0,87.0,no,no,1.0,no,no
cimanggis,700000000,2.0,2.0,82.0,49.0,no,no,1.0,no,no
pancoran mas,819000000,2.0,1.0,36.0,72.0,yes,yes,1.0,no,no
cimanggis,963000000,3.0,2.0,69.0,74.0,no,no,1.0,no,no
limo,1250000000,3.0,3.0,120.0,159.0,yes,yes,2.0,no,no
pancoran mas,1399000000,4.0,3.0,98.0,96.0,yes,yes,1.0,no,no
sawangan,391000000,2.0,1.0,28.0,54.0,yes,yes,1.0,no,no
sawangan,578000000,3.0,2.0,54.0,66.0,yes,no,1.0,yes,no
cinere,1975000000,5.0,3.0,122.0,351.0,yes,yes,1.0,no,no
limo,1080000000,3.0,2.0,80.0,84.0,yes,yes,1.0,no,yes
cilodong,750000000,2.0,1.0,120.0,86.0,no,no,1.0,yes,no
beji,1620000000,3.0,2.0,81.0,83.0,yes,yes,2.0,yes,yes
cinere,1800000000,5.0,3.0,270.0,260.0,no,no,1.0,no,no
cipayung,250000000,2.0,1.0,36.0,70.0,no,yes,1.0,yes,no
cinere,975000000,3.0,2.0,70.0,63.0,no,no,1.0,no,no
cipayung,299340000,2.0,1.0,32.0,41.0,yes,yes,1.0,no,no
pancoran mas,850000000,3.0,2.0,98.0,70.0,yes,yes,1.0,yes,no
bojongsari,725000000,3.0,1.0,62.0,120.0,yes,yes,2.0,no,no
sukmajaya,2100000000,3.0,2.0,75.0,105.0,yes,yes,1.0,no,yes
sukmajaya,795000000,2.0,1.0,45.0,72.0,no,yes,2.0,no,yes
cipayung,235000000,2.0,1.0,53.0,53.0,no,no,1.0,no,no
limo,592150000,2.0,2.0,45.0,1.0,no,yes,1.0,no,no
bojongsari,700000000,2.0,1.0,50.0,90.0,no,yes,1.0,no,no
beji,850000000,3.0,2.0,68.0,72.0,yes,yes,1.0,no,no
cilodong,890000000,3.0,3.0,75.0,75.0,yes,yes,1.0,yes,yes
cinere,1650000000,4.0,5.0,130.0,100.0,no,no,1.0,yes,no
cimanggis,5500000000,5.0,4.0,650.0,440.0,yes,yes,2.0,yes,yes
sawangan,597000000,2.0,2.0,45.0,40.0,no,no,1.0,no,no
cinere,1250000000,3.0,2.0,94.0,60.0,yes,no,1.0,no,no
sukmajaya,880320000,2.0,2.0,72.0,60.0,yes,yes,1.0,no,yes
bojongsari,1100000000,4.0,2.0,200.0,112.0,yes,yes,2.0,yes,no
pancoran mas,7000000000,4.0,4.0,500.0,397.0,yes,yes,4.0,yes,no
cinere,2500000000,6.0,3.0,220.0,240.0,no,no,1.0,no,no
cinere,1850000000,3.0,3.0,140.0,114.0,no,no,1.0,no,no
cimanggis,550000000,2.0,1.0,40.0,70.0,yes,no,1.0,no,yes
beji,1300000000,3.0,2.0,122.0,92.0,no,yes,1.0,yes,no
sawangan,324000000,2.0,1.0,36.0,56.0,yes,yes,3.0,yes,yes
sukmajaya,1500000000,2.0,2.0,158.0,168.0,no,no,1.0,no,yes
pancoran mas,674000000,3.0,2.0,62.0,60.0,no,no,1.0,no,no
cimanggis,1950000000,4.0,4.0,136.0,125.0,yes,yes,2.0,no,no
sukmajaya,680000000,2.0,1.0,48.0,78.0,yes,yes,1.0,yes,yes
beji,1400000000,3.0,3.0,145.0,195.0,no,yes,2.0,no,no
cipayung,400000000,2.0,1.0,40.0,66.0,yes,yes,1.0,no,no
cimanggis,414000000,2.0,1.0,36.0,72.0,yes,yes,1.0,no,yes
tapos,650000000,3.0,2.0,54.0,65.0,yes,yes,1.0,yes,yes
cilodong,550000000,2.0,1.0,40.0,68.0,yes,yes,1.0,no,yes
beji,1310000000,3.0,3.0,90.0,80.0,no,no,1.0,no,no
beji,2899000000,13.0,13.0,250.0,99.0,yes,yes,1.0,no,yes
sawangan,655000000,2.0,2.0,50.0,71.0,yes,yes,1.0,no,no
bojongsari,630000000,3.0,2.0,52.0,72.0,yes,yes,1.0,yes,yes
tapos,380000000,2.0,1.0,36.0,60.0,no,no,1.0,no,no
sawangan,1554000000,3.0,3.0,104.0,84.0,yes,yes,2.0,yes,no
bojongsari,800000000,2.0,1.0,45.0,78.0,no,yes,1.0,no,no
cinere,1014000000,3.0,2.0,72.0,96.0,yes,yes,90.0,yes,no
depok,485000000,2.0,1.0,45.0,60.0,yes,yes,1.0,no,no
sukmajaya,775000000,3.0,2.0,85.0,70.0,no,no,4.0,yes,yes
cinere,399000000,2.0,2.0,40.0,40.0,no,yes,1.0,no,yes
sukmajaya,650000000,3.0,2.0,56.0,62.0,yes,yes,1.0,yes,yes
sukmajaya,870000000,3.0,2.0,80.0,84.0,no,no,2.0,no,no
pancoran mas,1400000000,3.0,2.0,100.0,252.0,no,no,2.0,no,no
cilodong,650000000,2.0,1.0,38.0,60.0,yes,yes,1.0,no,no
beji,654500000,2.0,1.0,45.0,73.0,yes,no,1.0,no,yes
sawangan,1599900000,3.0,2.0,116.0,216.0,no,no,15.0,no,no
bojongsari,845000000,3.0,1.0,131.0,140.0,no,no,1.0,no,no
beji,1100000000,3.0,3.0,140.0,70.0,yes,no,70.0,yes,no
beji,530000000,2.0,1.0,45.0,66.0,yes,yes,1.0,no,yes
sukmajaya,829750000,3.0,2.0,55.0,2000.0,yes,yes,1.0,no,yes
beji,1300000000,3.0,3.0,130.0,97.0,no,no,1.0,no,no
bojongsari,569320000,2.0,2.0,40.0,53.0,yes,yes,1.0,yes,no
sawangan,460000000,2.0,1.0,36.0,86.0,yes,yes,1.0,no,no
bojongsari,887000000,2.0,2.0,51.0,72.0,yes,yes,1.0,yes,no
cilodong,501000000,3.0,2.0,46.0,40.0,yes,yes,1.0,yes,no
cilodong,785000000,3.0,2.0,85.0,65.0,no,no,1.0,no,no
cipayung,443000000,2.0,1.0,40.0,55.0,no,no,1.0,no,no
pancoran mas,503000000,2.0,2.0,40.0,50.0,no,no,1.0,no,no
cilodong,481000000,2.0,2.0,46.0,40.0,no,no,1.0,no,no
